Chr Gene nSNPs nSims Start Stop Test Pvalue
"11" "CHCHD8" 13 1000 73261360 73265538 9.69182792020717 0.485
"11" "CHEK1" 27 1e+05 125000245 125051360 55.3588426215687 0.06574
"11" "CHID1" 33 1000 858395 900823 57.1175918870464 0.117
"11" "CHKA" 31 1000 67576901 67645434 40.593361948684 0.258
"11" "CHORDC1" 21 1000 89574264 89595854 22.8307156807345 0.322
"11" "CHRDL2" 28 1000 74085121 74119834 13.8626953939496 0.884
"11" "CHRM1" 14 1000 62432726 62445588 26.051371926478 0.107
"11" "CHRM4" 3 1000 46363215 46364683 1.64027674532395 0.555
"11" "CHRNA10" 35 1000 3643392 3649190 47.9142837827218 0.207
"11" "CHST1" 28 1000 45627002 45643748 28.2946402808798 0.394
"11" "CKAP5" 20 1000 46721659 46824419 16.0758178432961 0.48
"11" "CLCF1" 9 1000 66888214 66897782 4.66966474573864 0.506
"11" "CLNS1A" 20 1000 77004846 77026495 4.71248023417389 0.929
"11" "CLP1" 18 1000 57181205 57185913 30.089582306809 0.166
"11" "CLPB" 24 1000 71681117 71823216 14.8731561114866 0.69
"11" "CNGA4" 31 1000 6216905 6222283 11.3086872542726 0.956
"11" "CNIH2" 24 1000 65802271 65808259 15.6706398161625 0.672
"11" "CNTF" 15 1000 58146720 58149778 9.6672561982412 0.65
"11" "CNTN5" 330 1000 98397080 99732683 381.024607838069 0.268
"11" "COMMD9" 33 1000 36250417 36267575 15.1652671878909 0.861
"11" "COP1" 18 1000 104417262 104421261 6.94890991128253 0.893
"11" "COPB1" 10 1000 14435627 14477974 1.54176391699996 0.948
"11" "CORO1B" 14 1000 66962093 66967839 4.7484699365913 0.769
"11" "COX8A" 12 1000 63498654 63500591 8.26315380070806 0.405
"11" "CPT1A" 25 1000 68278663 68365975 17.0432097087815 0.623
"11" "CREB3L1" 15 1000 46255803 46299548 9.17806107425267 0.677
"11" "CREBZF" 15 1000 85046517 85053821 8.78345344440248 0.595
"11" "CRTAM" 41 1000 122214464 122248557 39.611159775203 0.436
"11" "CRY2" 21 1000 45825244 45861375 10.4078721105663 0.789
"11" "CRYAB" 9 1000 111284559 111287683 10.5239027653793 0.299
"11" "CSRP3" 29 1000 19160153 19180165 33.5643960952827 0.294
"11" "CST6" 28 1000 65536037 65537552 53.2096590131921 0.104
"11" "CSTF3" 23 1000 33062705 33139613 30.0758024970797 0.247
"11" "CTNND1" 14 1000 57285809 57343228 19.8309316865344 0.233
"11" "CTR9" 17 1000 10729386 10757866 15.5743420925551 0.48
"11" "CTSC" 28 1000 87666407 87710589 34.4725126045117 0.269
"11" "CTSD" 16 1000 1730560 1741798 9.71225929429114 0.706
"11" "CTSF" 21 1000 66087510 66092623 13.8379595188918 0.541
"11" "CTSW" 21 1000 65403859 65407788 12.2250688534045 0.587
"11" "CTTN" 15 1000 69922259 69960338 17.1799261122427 0.3
"11" "CUGBP1" 16 1000 47446520 47531264 7.82800916881776 0.679
"11" "CUL5" 25 1e+05 107384617 107483698 49.0106059485106 0.07449
"11" "CWC15" 15 1000 94335434 94346424 13.39339879067 0.467
"11" "CWF19L2" 36 1000 106702281 106833782 43.765291591487 0.27
"11" "CXCR5" 18 1e+05 118259750 118272181 43.4411179932729 0.0237
"11" "CYB5R2" 35 1000 7642901 7651397 24.6343484493728 0.705
"11" "CYBASC3" 9 1000 60872853 60886305 6.74609424268771 0.438
"11" "CYP2R1" 22 1e+05 14856131 14870327 53.0525714627051 0.05567
"11" "DAGLA" 38 1000 61204485 61271049 48.473701292849 0.251
"11" "DAK" 5 1000 60857229 60872807 3.37082817230034 0.476
"11" "DBX1" 48 1e+05 20134335 20138446 83.5780933433784 0.05937
"11" "DCDC1" 12 1000 31240746 31347897 4.04033172910264 0.841
"11" "DCHS1" 36 1000 6599133 6633650 32.2233291492266 0.485
"11" "DCPS" 38 1000 125678856 125720854 56.2276689411623 0.175
"11" "DCUN1D5" 12 1000 102438030 102468079 8.17894553494282 0.608
"11" "DDB1" 5 1000 60823494 60857242 3.47551124596392 0.46
"11" "DDB2" 20 1000 47193068 47217345 10.4692866076309 0.651
"11" "DDI1" 27 1000 103412517 103415132 20.1957352136191 0.597
"11" "DDX10" 25 1000 108041025 108316858 17.2624599509205 0.663
"11" "DDX25" 28 1000 125279481 125298215 24.5204586931734 0.462
"11" "DDX6" 8 1000 118123682 118167182 11.3240968268082 0.205
"11" "DEAF1" 41 1000 634224 685740 56.4231896464648 0.18
"11" "DEFB108B" 2 1000 71221893 71226256 0.804990662782278 0.639
"11" "DEPDC7" 19 1000 32993985 33011704 33.2370791249715 0.127
"11" "DGAT2" 19 1000 75157425 75190227 22.4877887751167 0.268
"11" "DGKZ" 8 1000 46311314 46358680 2.58516599207517 0.861
"11" "DHCR7" 30 1000 70823104 70837125 12.0503790227674 0.809
"11" "DIXDC1" 19 1000 111313136 111398517 29.6973900406116 0.171
"11" "DKFZP566E164" 15 1000 63824438 63828815 11.9576781540839 0.501
"11" "DKFZP586H2123" 67 1000 35409951 35503752 50.4596825754703 0.73
"11" "DKFZp761E198" 23 1000 65299953 65304398 17.7326835330193 0.543
"11" "DKK3" 50 1000 11941118 11987493 41.594998596598 0.627
"11" "DLAT" 15 1000 111400747 111440188 25.1535837453634 0.182
"11" "DLG2" 220 1000 82843700 84312113 143.318987355065 0.922
"11" "DNAJB13" 21 1000 73339011 73358980 11.001550394946 0.777
"11" "DNAJC24" 11 1000 31347952 31410958 3.69062744861709 0.83
"11" "DNAJC4" 22 1000 63754328 63758329 17.5181397211307 0.511
"11" "DNHD1" 29 1000 6543910 6549825 35.9139982883247 0.254
"11" "DPAGT1" 26 1000 118472422 118477995 27.5135511158589 0.366
"11" "DPF2" 13 1000 64857921 64877027 14.325072236411 0.337
"11" "DPP3" 22 1000 66004455 66033706 14.2680600661137 0.532
"11" "DRAP1" 20 1000 65443303 65445607 8.13877688154594 0.736
"11" "DRD2" 45 1000 112785526 112851211 41.5738916997505 0.476
"11" "DRD4" 26 1000 627304 630703 36.9781015147092 0.189
"11" "DSCAML1" 170 1000 116803698 117173186 221.076496120769 0.174
"11" "DTX4" 16 1000 58696387 58732636 10.4286465691223 0.613
"11" "DUSP8" 19 1000 1531856 1549726 22.272100802363 0.284
"11" "DYNC2H1" 53 1000 102485369 102855801 53.9743160063606 0.398
"11" "E2F8" 29 1000 19202185 19219083 36.744259717318 0.26
"11" "EED" 23 1000 85633462 85667428 41.0867303370433 0.124
"11" "EEF1G" 9 1000 62083648 62098036 5.0581264378201 0.542
"11" "EFCAB4A" 28 1000 817584 821991 29.5352789852884 0.335
"11" "EFEMP2" 23 1000 65390487 65396916 12.4115866725406 0.619
"11" "EHBP1L1" 27 1000 65100084 65116692 31.2788663945108 0.326
"11" "EHD1" 21 1e+05 64376783 64402767 36.6463914290231 0.1042
"11" "EHF" 28 1000 34599243 34639657 42.6239145623883 0.127
"11" "EI24" 19 1e+05 124944507 124959785 35.8086804488734 0.09036
"11" "EIF1AD" 28 1000 65520592 65526154 41.9050842437126 0.19
"11" "EIF3F" 40 1000 7965442 7974294 27.5922369842381 0.734
"11" "EIF3M" 13 1000 32561966 32580590 9.82845562937491 0.534
"11" "EIF4G2" 16 1000 10775168 10787158 16.8736383699055 0.378
"11" "ELF5" 68 1000 34456917 34491906 28.9282876000015 0.911
"11" "ELMOD1" 28 1000 106967026 107042715 13.5778045379555 0.889
"11" "ELP4" 22 1000 31487872 31761905 8.94567263384759 0.785
"11" "EML3" 13 1000 62126266 62136813 6.6942958398279 0.565
"11" "ENDOD1" 44 1000 94462664 94505463 16.0730858228201 0.973
"11" "EPS8L2" 31 1000 696122 717727 39.3363470402769 0.242
"11" "ESAM" 22 1000 124128228 124137433 13.2449740722777 0.754
"11" "ESRRA" 19 1000 63829619 63840786 15.3154384792003 0.468
"11" "ETS1" 38 1000 127833869 127897371 42.5379369618819 0.32
"11" "EXPH5" 31 1000 107884885 107969570 42.5563033565718 0.217
"11" "EXT2" 58 1000 44073674 44223556 46.3293039125219 0.613
"11" "F2" 16 1000 46697318 46717632 14.1164144717759 0.439
"11" "FADD" 27 1000 69726916 69731134 19.3241511589315 0.581
"11" "FADS1" 25 1000 61323676 61340886 9.58309357837728 0.881
"11" "FADS2" 28 1000 61352288 61391401 17.0944585603995 0.671
"11" "FADS3" 22 1000 61397573 61415582 24.9046902609134 0.343
"11" "FAM111A" 13 1000 58668827 58679087 13.2569697977213 0.386
"11" "FAM111B" 12 1000 58631285 58651443 13.8504419714162 0.329
"11" "FAM118B" 48 1000 125586828 125637751 81.162196119644 0.121
"11" "FAM160A2" 36 1000 6189139 6212517 9.67656381984627 0.989
"11" "FAM168A" 25 1000 72794675 72986876 17.1339573986959 0.625
"11" "FAM55A" 24 1000 113897646 113935790 27.6516981490359 0.328
"11" "FAM55D" 21 1000 113946522 113971694 19.3392883469784 0.406
"11" "FAM76B" 16 1000 95141753 95162602 17.5432087064816 0.318
"11" "FAM86C" 1 1000 71176204 71189928 0.228014460894791 0.646
"11" "FAM89B" 22 1000 65096395 65098245 29.4596603860109 0.215
"11" "FANCF" 10 1e+05 22600654 22603963 19.5506183209501 0.0957
"11" "FAR1" 19 1000 13646846 13710469 12.9342677512422 0.655
"11" "FAT3" 61 1e+05 91724909 92269283 94.7358855241401 0.09888
"11" "FAU" 19 1000 64644677 64646236 12.3482275661039 0.586
"11" "FBXL11" 10 1000 66644073 66781717 4.30700810790269 0.609
"11" "FBXO3" 30 1000 33719065 33752647 6.00147160436039 0.979
"11" "FCHSD2" 28 1000 72225437 72530791 28.158135968239 0.372
"11" "FDX1" 12 1000 109805803 109840815 15.376109315626 0.232
"11" "FEN1" 22 1000 61316725 61321286 6.99233773782161 0.926
"11" "FERMT3" 19 1000 63730781 63747939 14.2855460777008 0.508
"11" "FEZ1" 34 1000 124820857 124871333 51.3950994200749 0.162
"11" "FGF19" 17 1000 69222186 69228287 11.0364035614588 0.708
"11" "FGF3" 26 1000 69333916 69343129 13.0381673961113 0.879
"11" "FGF4" 27 1000 69296977 69299352 22.9294314535554 0.543
"11" "FIBIN" 24 1000 26972203 26975208 19.3922875850883 0.589
"11" "FIBP" 22 1000 65407786 65412586 12.412218030856 0.606
"11" "FJX1" 15 1000 35596630 35598989 22.8578678305506 0.155
"11" "FKBP2" 22 1000 63764988 63768262 17.6570836685731 0.522
"11" "FLI1" 50 1000 128069022 128188372 49.5901696650536 0.455
"11" "FLJ12529" 11 1000 60926776 60953849 8.88109891341328 0.393
"11" "FLJ14213" 61 1000 36354130 36443330 57.4454970345306 0.488
"11" "FLJ33790" 21 1e+05 74811085 74818881 59.6498781005654 0.02663
"11" "FLJ45803" 21 1000 110669379 110675749 20.6755577918249 0.403
"11" "FLJ46266" 9 1000 110890719 110912966 17.4690971454851 0.106
"11" "FLRT1" 25 1e+05 63627937 63643221 70.2080382296921 0.01962
"11" "FNBP4" 9 1000 47694644 47745569 13.9940688777463 0.17
"11" "FOLH1" 10 1000 49124762 49186798 5.57572136162393 0.651
"11" "FOLR1" 12 1000 71578249 71585014 3.01783206252719 0.926
"11" "FOLR2" 14 1000 71605466 71610642 2.4671467114341 0.982
"11" "FOLR3" 6 1000 71524418 71528582 3.11466882060829 0.605
"11" "FOSL1" 23 1000 65416267 65424573 12.9593303630166 0.635
"11" "FOXR1" 28 1e+05 118347626 118357205 68.9099532938013 0.06077
"11" "FOXRED1" 24 1000 125644264 125653237 39.5919120195565 0.138
"11" "FRAG1" 27 1000 3786359 3804160 21.7393273982866 0.61
"11" "FRMD8" 16 1000 64910616 64937571 22.4385565266282 0.216
"11" "FSHB" 11 1000 30209138 30213400 9.01184604277301 0.425
"11" "FTH1" 23 1000 61488332 61491708 31.4420478018819 0.186
"11" "FUT4" 21 1000 93916774 93922712 13.7602681594574 0.619
"11" "FXC1" 30 1000 6459252 6462487 29.9763488271178 0.394
"11" "FXYD2" 50 1000 117195999 117204017 46.983588198201 0.488
"11" "FXYD6" 63 1000 117212902 117252577 68.9322577537876 0.321
"11" "FZD4" 27 1e+05 86334368 86344081 47.4080033948214 0.07924
"11" "GAB2" 31 1000 77603989 77806414 11.6638857384133 0.869
"11" "GAL" 17 1000 68208558 68215219 13.3997522074164 0.513
"11" "GAL3ST3" 23 1e+05 65564811 65573227 61.3252769330858 0.04582
"11" "GALNTL4" 215 1000 11248998 11600128 201.421858740961 0.557
"11" "GANAB" 15 1000 62148873 62170680 7.54313122232431 0.583
"11" "GAS2" 30 1000 22646229 22791123 42.2860188027147 0.186
"11" "GDPD4" 25 1000 76605250 76676111 10.4583948074003 0.867
"11" "GDPD5" 46 1e+05 74823332 74914247 117.956019755063 0.02613
"11" "GIF" 8 1000 59353321 59369550 14.101813392423 0.107
"11" "GLB1L2" 47 1000 133707018 133751428 32.0957845648137 0.758
"11" "GLB1L3" 33 1000 133651484 133694668 21.6612880323411 0.738
"11" "GLYAT" 16 1000 58232805 58256023 10.0579187968913 0.676
"11" "GLYATL1" 17 1e+05 58467297 58481092 33.6420610475427 0.10775
"11" "GLYATL2" 5 1000 58358115 58368573 1.95180594081095 0.634
"11" "GNG3" 11 1000 62231708 62233246 11.7659927940054 0.309
"11" "GPHA2" 17 1000 64458518 64459936 11.8357787220974 0.579
"11" "GPR137" 17 1000 63809906 63813539 11.2350454676162 0.606
"11" "GPR152" 15 1000 66975347 66976776 5.00603202709129 0.764
"11" "GPR44" 22 1000 60374973 60380020 8.16582983207078 0.817
"11" "GPR83" 20 1000 93750130 93774066 25.7307570815599 0.244
"11" "GRAMD1B" 62 1000 122901737 122998728 31.9021117278616 0.939
"11" "GRIA4" 53 1000 104986009 105358029 54.7951461983013 0.371
"11" "GRIK4" 111 1000 120036237 120362179 108.352459095846 0.47
"11" "GRM5" 74 1000 87880625 88420838 65.6586861624206 0.494
"11" "GSTP1" 19 1000 67107861 67110699 19.9467537422336 0.315
"11" "GTF2H1" 20 1000 18300718 18345153 32.0763255851265 0.141
"11" "GUCY1A2" 72 1000 106063119 106394381 80.0778792517306 0.34
"11" "GYLTL1B" 10 1000 45899771 45907223 4.03208733767682 0.878
"11" "H2AFX" 24 1000 118469794 118471387 23.8103431875835 0.372
"11" "HARBI1" 6 1000 46580986 46595353 1.15038890066281 0.76
"11" "HBB" 22 1000 5203271 5204877 17.6132278456611 0.574
"11" "HBD" 19 1000 5210634 5212434 16.9502940111589 0.484
"11" "HBE1" 23 1000 5246155 5247949 26.9916061275776 0.304
"11" "HBG1" 21 1000 5226077 5227663 16.3993628017187 0.581
"11" "HBG2" 21 1000 5230996 5232587 9.73906772421598 0.829
"11" "HCCA2" 83 1000 1447268 1742077 78.7432449115574 0.465
"11" "HEPACAM" 35 1000 124294355 124311518 33.8980815334527 0.443
"11" "HEPHL1" 20 1e+05 93394025 93487022 52.3371265657939 0.04315
"11" "HEPN1" 34 1000 124294355 124295783 33.7623876817125 0.399
"11" "HIPK3" 18 1e+05 33235743 33332515 32.720794100352 0.1035
"11" "HMBS" 24 1000 118460796 118469469 24.6524573761408 0.368
"11" "HNRNPUL2" 9 1000 62238795 62251397 11.7446795308191 0.249
"11" "HNT" 264 1000 130745580 131711926 252.858244989545 0.52
"11" "HPS5" 19 1000 18256792 18300297 27.3464223067251 0.195
"11" "HPX" 26 1e+05 6409016 6418769 46.6534936690849 0.07759
"11" "HRAS" 17 1000 522241 525550 4.21598203498246 0.96
"11" "HRASLS2" 17 1000 63076817 63087431 11.6857729369624 0.655
"11" "HRASLS3" 17 1000 63098519 63138517 12.6997777665617 0.575
"11" "HRASLS5" 17 1000 62987384 63015242 16.9188787216457 0.41
"11" "HSD17B12" 32 1e+05 43658718 43834745 58.2360760978601 0.07549
"11" "HSPA8" 13 1000 122433409 122438054 9.28632489335705 0.527
"11" "HSPB2" 9 1000 111288708 111290027 10.5239027653793 0.277
"11" "HSPC152" 17 1000 63840740 63841609 13.0643699673949 0.492
"11" "HTATIP2" 23 1000 20341806 20361905 15.3765375734142 0.678
"11" "HTR3A" 26 1e+06 113351119 113366244 131.316954591423 0.001257
"11" "HTR3B" 24 1e+05 113280798 113322493 117.609047840827 0.00208
"11" "HYLS1" 13 1000 125258718 125275749 9.83291265477691 0.578
"11" "HYOU1" 31 1000 118420105 118433126 40.668789645045 0.266
"11" "ICEBERG" 10 1000 104513878 104515016 15.0282221631967 0.207
"11" "IFITM1" 23 1000 303990 305272 25.9854481958236 0.316
"11" "IFITM2" 21 1000 298106 299410 23.0734725205335 0.358
"11" "IFITM3" 23 1000 309672 310914 30.1051483696964 0.179
"11" "IFITM5" 24 1000 288202 289526 20.3264341384481 0.56
"11" "IGF2" 37 1000 2106922 2127409 46.6113557870289 0.25
"11" "IGF2AS" 33 1000 2118312 2126470 44.6934205554014 0.213
"11" "IGHMBP2" 23 1000 68427894 68464645 24.6554317331837 0.348
"11" "IGSF22" 39 1000 18682427 18704353 55.1466021979486 0.174
"11" "IGSF9B" 38 1000 133290394 133332090 20.2611388654284 0.875
"11" "IL10RA" 32 1000 117362318 117377404 19.5634628019146 0.776
"11" "IL18" 18 1000 111519185 111540050 22.616347577488 0.261
"11" "IL18BP" 2 1000 71387605 71391222 1.24770535940468 0.532
"11" "ILK" 24 1000 6581539 6588675 17.3882281005641 0.635
"11" "IMMP1L" 11 1000 31410524 31487745 4.22505495270501 0.772
"11" "INCA" 14 1000 104468405 104477368 15.975482758859 0.31
"11" "INCENP" 26 1000 61648020 61677211 6.89075739172765 0.975
"11" "INPPL1" 16 1000 71613472 71627797 6.08944716159426 0.879
"11" "INS" 36 1000 2137584 2139015 46.8884522607062 0.225
"11" "INSC" 42 1000 15090545 15225330 25.6193888447176 0.802
"11" "INS-IGF2" 37 1000 2124431 2139015 47.4897061763873 0.221
"11" "INTS4" 25 1000 77267413 77383365 10.6535444891539 0.869
"11" "INTS5" 15 1000 62170895 62177350 10.6048221386302 0.446
"11" "IPO7" 23 1000 9362779 9423651 12.0288660785242 0.73
"11" "IRF7" 25 1000 602554 605999 29.9664718312208 0.254
"11" "JAM3" 29 1000 133444029 133526859 22.6052801929558 0.606
"11" "JMJD2D" 20 1000 94346492 94372324 15.4551620663683 0.579
"11" "JOSD3" 7 1000 93108745 93114310 7.97054633332684 0.324
"11" "JRKL" 12 1000 95763461 95766375 3.49364370810768 0.889
"11" "KAT5" 17 1000 65236064 65243651 16.8750573929669 0.4
"11" "KBTBD3" 17 1000 105427034 105453396 24.6146204951201 0.194
"11" "KBTBD4" 5 1000 47550325 47557101 4.23673988834257 0.448
"11" "KCNA4" 11 1e+05 29988340 29995064 25.0739973908834 0.06551
"11" "KCNC1" 31 1000 17714070 17761178 14.345438175479 0.872
"11" "KCNE3" 25 1000 73843533 73856248 30.1684281669913 0.272
"11" "KCNJ1" 38 1000 128213124 128242478 31.9300761353013 0.59
"11" "KCNJ11" 41 1000 17363371 17366782 46.2721139496217 0.319
"11" "KCNJ5" 46 1000 128266522 128293161 44.3221180730701 0.443
"11" "KCNK4" 19 1000 63815368 63824079 13.8551958130166 0.545
"11" "KCNK7" 27 1000 65116901 65120043 27.1940860162388 0.392
"11" "KCNQ1" 122 1000 2422796 2826916 87.6220192703398 0.862
"11" "KCTD14" 15 1000 77404408 77411968 4.13910421403971 0.954
"11" "KCTD21" 26 1000 77559945 77577312 12.714344278653 0.777
"11" "KDELC2" 12 1000 107848042 107874369 10.2567310667527 0.454
"11" "KIAA0409" 23 1000 6577727 6581387 16.8285748824582 0.64
"11" "KIAA0652" 16 1000 46595702 46652644 10.2402725918493 0.592
"11" "KIAA0999" 44 1000 116219327 116474203 10.4484458149556 0.984
"11" "KIAA1377" 17 1000 101290955 101377003 14.5711365836063 0.428
"11" "KIAA1394" 15 1000 66939724 66949654 5.27822550115236 0.738
"11" "KIAA1542" 32 1000 566485 602220 30.9309567392974 0.402
"11" "KIAA1731" 12 1000 93034463 93103170 10.9502786241551 0.396
"11" "KIAA1826" 16 1000 105383838 105398164 23.9501247981488 0.188
"11" "KIF18A" 6 1000 27998738 28086322 8.28947733056007 0.244
"11" "KIRREL3" 199 1000 125799612 126375701 266.306665960928 0.113
"11" "KLC2" 23 1000 65781823 65791907 13.0975689333763 0.715
"11" "KRTAP5-1" 30 1000 1562147 1563089 29.235978229007 0.395
"11" "KRTAP5-10" 17 1000 70954256 70955314 8.72038392494567 0.802
"11" "KRTAP5-11" 13 1000 70970548 70971569 2.35990375354222 0.967
"11" "KRTAP5-2" 31 1000 1574982 1576100 31.2454800843856 0.382
"11" "KRTAP5-3" 36 1000 1585370 1586269 32.4113013876753 0.479
"11" "KRTAP5-4" 41 1000 1598763 1599944 35.9215885300733 0.503
"11" "KRTAP5-5" 44 1000 1607608 1608735 46.560684912443 0.368
"11" "KRTAP5-6" 29 1000 1675000 1675561 28.6153854263182 0.413
"11" "KRTAP5-7" 21 1000 70915960 70916858 10.195811654666 0.813
"11" "KRTAP5-8" 21 1000 70926718 70927901 10.1833188324459 0.844
"11" "KRTAP5-9" 21 1000 70937113 70938301 10.1833188324459 0.849
"11" "LAYN" 9 1000 110916442 110936998 15.29911318917 0.177
"11" "LDHA" 14 1000 18372557 18385974 27.7934697558693 0.109
"11" "LDHAL6A" 19 1000 18434006 18457723 32.3418744258865 0.137
"11" "LDHC" 19 1e+05 18390433 18429369 39.0221144985578 0.06683
"11" "LDLRAD3" 105 1000 35922187 36209417 67.1933822918342 0.898
"11" "LGALS12" 17 1000 63030131 63040815 9.72710023024751 0.757
"11" "LGR4" 35 1000 27344083 27450910 39.128401689126 0.329
"11" "LIN7C" 12 1000 27472698 27484879 5.14114953470205 0.741
"11" "LMO1" 47 1000 8202432 8241982 37.9116368470502 0.638
"11" "LMO2" 30 1000 33836698 33870412 20.2771196904631 0.732
"11" "LOC120126" 4 1000 89125600 89126791 0.480365233982038 0.886
"11" "LOC143678" 12 1000 45884661 45885409 6.10864450774082 0.762
"11" "LOC144097" 15 1000 63337498 63351766 4.10094521066583 0.92
"11" "LOC283129" 19 1000 64462504 64484185 12.7351005985568 0.586
"11" "LOC283152" 18 1000 118566188 118569381 18.8904594228706 0.36
"11" "LOC390110" 44 1000 44026106 44038103 41.6709563434306 0.482
"11" "LOC390243" 16 1000 93678450 93680506 25.6712522860559 0.142
"11" "LOC399947" 9 1000 108798084 108801533 1.14743149561342 0.969
"11" "LOC51035" 11 1000 62200547 62203103 10.4510454590832 0.39
"11" "LOC643923" 13 1000 106967680 106969159 9.76096884332754 0.61
"11" "LOC644672" 15 1e+05 113155727 113156417 41.9786459723045 0.02195
"11" "LOC751071" 11 1000 62189354 62191499 8.68008839554689 0.447
"11" "LOC790955" 12 1000 62195701 62196428 10.8802083316957 0.398
"11" "LOC91893" 13 1000 111249989 111255363 16.7359532100157 0.271
"11" "LOH11CR2A" 26 1000 123491320 123522828 27.6563207472815 0.388
"11" "LPXN" 15 1000 58050919 58099910 4.42870406796734 0.81
"11" "LRDD" 30 1000 789178 795245 19.2650763194958 0.67
"11" "LRFN4" 11 1e+05 66381451 66384522 29.9099679331907 0.0637
"11" "LRP4" 13 1000 46834993 46896652 5.34454727045297 0.758
"11" "LRP5" 35 1000 67836683 67973319 54.7953328197084 0.126
"11" "LRRC32" 39 1000 76046215 76059439 46.086210485154 0.252
"11" "LRRC4C" 67 1000 40092328 40272240 45.386000801588 0.817
"11" "LRRC51" 6 1000 71469552 71485586 2.75850928133889 0.563
"11" "LRRC55" 31 1e+05 56705796 56714154 74.687314617795 0.04701
"11" "LRRC56" 18 1000 527526 544914 5.19719308587974 0.946
"11" "LRRN4CL" 11 1000 62210449 62213776 11.7659927940054 0.328
"11" "LSP1" 35 1000 1830775 1870069 37.8038625474925 0.342
"11" "LTBP3" 21 1000 65062605 65082006 40.5111053750848 0.104
"11" "LUZP2" 120 1000 24475131 25060762 166.167302212209 0.125
"11" "LYVE1" 30 1000 10535988 10546941 11.0093054835741 0.874
"11" "MACROD1" 43 1e+05 63522605 63690094 82.3994714219578 0.06547
"11" "MADD" 26 1000 47247534 47308158 16.7328503887524 0.599
"11" "MAML2" 140 1e+05 95351087 95715992 196.202520268067 0.09558
"11" "MAP3K11" 30 1000 65121801 65138296 33.2528058102825 0.291
"11" "MAP4K2" 17 1e+05 64313184 64327289 78.2865802006933 0.00801
"11" "MAP6" 36 1e+05 74975610 75057127 82.8606885756332 0.03374
"11" "MAPK8IP1" 15 1000 45863777 45884592 6.58500855820039 0.86
"11" "MARK2" 25 1000 63363470 63433629 11.638270767841 0.71
"11" "MCAM" 22 1000 118684443 118693050 26.4785039891517 0.272
"11" "MDK" 3 1000 46359193 46361951 1.64027674532395 0.565
"11" "ME3" 82 1000 85829797 86061075 87.4479617432497 0.343
"11" "MED17" 17 1000 93157052 93186144 12.1139566478694 0.579
"11" "MED19" 18 1000 57227762 57236249 28.8153366433235 0.202
"11" "MEN1" 17 1e+05 64327569 64335342 75.1134870405991 0.00707
"11" "METT5D1" 9 1000 28086373 28311630 9.82390656672596 0.337
"11" "MFRP" 22 1000 118716835 118722580 26.5152432466018 0.299
"11" "MGC3196" 14 1000 62314362 62316062 8.17661915272797 0.542
"11" "MGC33846" 15 1e+05 82120693 82122554 38.9027286556612 0.04443
"11" "MICAL2" 123 1000 12088713 12241907 58.5965836504434 0.98
"11" "MICALCL" 69 1000 12265022 12337267 34.3150016415565 0.934
"11" "MIZF" 28 1000 118497497 118510975 35.7553256809413 0.258
"11" "MLL" 26 1000 117812414 117901146 31.697727487815 0.275
"11" "MMP1" 33 1000 102165860 102174104 31.9036537712407 0.5
"11" "MMP10" 33 1000 102146443 102156554 31.7348695749368 0.446
"11" "MMP12" 19 1000 102238673 102250922 12.056022688854 0.687
"11" "MMP13" 17 1000 102318933 102331672 9.90968543897573 0.773
"11" "MMP20" 38 1000 101952775 102001273 51.8013825377983 0.186
"11" "MMP26" 24 1000 4965999 4970235 29.6550576707486 0.282
"11" "MMP27" 28 1000 102067624 102081678 15.6086214844668 0.748
"11" "MMP3" 29 1000 102211737 102219552 29.7692503477765 0.413
"11" "MMP7" 37 1000 101896448 101906688 47.7267992855109 0.209
"11" "MMP8" 32 1000 102087735 102100895 17.9940590072371 0.791
"11" "MOGAT2" 15 1000 75106581 75119979 16.9245746907443 0.307
"11" "MPEG1" 17 1000 58732558 58737070 8.32792907815738 0.728
"11" "MPPED2" 59 1000 30388347 30558616 30.9838380825873 0.89
"11" "MPZL2" 25 1000 117629343 117640219 27.1673211884975 0.343
"11" "MPZL3" 28 1000 117605545 117628221 25.7646577932135 0.442
"11" "MRE11A" 27 1000 93790114 93866688 19.7107290019248 0.551
"11" "MRGPRD" 20 1000 68504065 68505031 24.0431783692979 0.277
"11" "MRGPRE" 29 1000 3205616 3210192 28.2481588578463 0.411
"11" "MRGPRF" 21 1000 68528437 68537426 28.7345236057762 0.227
"11" "MRGPRX1" 9 1000 18911935 18913125 3.96282868149504 0.79
"11" "MRGPRX2" 21 1000 19032578 19038804 12.5781658007549 0.727
"11" "MRGPRX3" 13 1000 18099077 18116603 8.15353756065542 0.651
"11" "MRGPRX4" 13 1000 18150959 18152403 5.45657839346455 0.859
"11" "MRPL11" 15 1000 65959125 65962886 5.225629652422 0.834
"11" "MRPL16" 6 1000 59330183 59334921 9.81269787025281 0.163
"11" "MRPL17" 38 1000 6658191 6661208 25.5398843386554 0.717
"11" "MRPL21" 19 1000 68415321 68427879 16.7219809031459 0.436
"11" "MRPL23" 24 1000 1925113 1934408 10.2879728062029 0.853
"11" "MRPL48" 20 1000 73176564 73253304 23.3466134971464 0.306
"11" "MRPL49" 20 1000 64646303 64651417 12.3605811597577 0.631
"11" "MRVI1" 45 1000 10551213 10672111 27.4630285625723 0.781
"11" "MS4A1" 28 1000 59979857 59994801 12.9509886377888 0.824
